,id,text,caption,label,image,IsSarcasm
1135,709401735702454272,my professor is so encouraging ! i think he knows me too well ...,"a computer screen with a message on it
",1,data/mmsd2/dataset_image/709401735702454272.jpg,Sarcastic
1136,821504660284538880,this breakfast tho,"two eggs on toast with bacon and avocado
",0,data/mmsd2/dataset_image/821504660284538880.jpg,Not Sarcastic
1137,819331605474856960,peter dinklage / pip makes all the sense ! !,"thanos and the avengers in a comic book
",0,data/mmsd2/dataset_image/819331605474856960.jpg,Not Sarcastic
1140,818238075209850880,the commissions i got to work on this sacanime has been so amazing,"a drawing of two men hugging each other
",0,data/mmsd2/dataset_image/818238075209850880.jpg,Not Sarcastic
1141,823310283254939649,this man was just a packers fan ...,"two pictures of a man in a green and gold shirt and one in a red shirt
",0,data/mmsd2/dataset_image/823310283254939649.jpg,Not Sarcastic
1142,820419567994503168,excited to announce my commitment to play football at sam houston state university ! ! eat em up kats !,"a man in an orange jersey flexing his muscles
",0,data/mmsd2/dataset_image/820419567994503168.jpg,Not Sarcastic
1144,819692621232619520,2 different,"a person sitting on a bed taking a selfie
",0,data/mmsd2/dataset_image/819692621232619520.jpg,Not Sarcastic
1145,707441495868088320,"45 mins of my fav subject . time to sit back , relax , & enjoy the freaking show","a tablet computer displaying a video on the screen
",1,data/mmsd2/dataset_image/707441495868088320.jpg,Sarcastic
1146,864616491563585537,bad obama . bad . terrible . sad .,"a news anchor is on tv with a picture of obama
",1,data/mmsd2/dataset_image/864616491563585537.jpg,Sarcastic
1147,822948989041602565,people as far as you can see on nelson mandela blvd ( university ave ),"a large crowd of people walking down a street
",0,data/mmsd2/dataset_image/822948989041602565.jpg,Not Sarcastic
1151,820049542909403140,he must have been some kind of einstein or something .,"albert einstein quotes
",0,data/mmsd2/dataset_image/820049542909403140.jpg,Not Sarcastic
1153,823594395383590912,just because i can ..,"a cross stitch pattern that says i've got heels higher than your standards
",1,data/mmsd2/dataset_image/823594395383590912.jpg,Sarcastic
1154,700502729651662849,who 's excited for the impending snowstorm tomorrow ottcity ?,"the weather page on the website for ottawa
",1,data/mmsd2/dataset_image/700502729651662849.jpg,Sarcastic
1157,700178142036680705,""" melon spoon , grapefruit spoon , jam spoon ... ""","a person touching a spoon
",1,data/mmsd2/dataset_image/700178142036680705.jpg,Sarcastic
1158,689852887963471872,"oh yea , all those godless pagans are for a tyranny .","a twitter account with two tweets about christmas
",1,data/mmsd2/dataset_image/689852887963471872.jpg,Sarcastic
1160,819563827041804288,truth . <user>,"i am not made of sugar and spice and everything nice
",1,data/mmsd2/dataset_image/819563827041804288.jpg,Sarcastic
1161,822224275469991940,"it arrived many thanks to <user> for hooking me up , looks awesome ! best of luck in 2017 and beyond","photo of jason benintendi autographed jersey
",0,data/mmsd2/dataset_image/822224275469991940.jpg,Not Sarcastic
1162,847161197044621313,before the night of exam ... when you feel horny . . . . . . . <user> <user> <user> .,"facebook messenger - screenshot
",1,data/mmsd2/dataset_image/847161197044621313.jpg,Sarcastic
1164,875448910969524226,"now that 's confident "" check your order ""","a stop sign is seen through a window
",1,data/mmsd2/dataset_image/875448910969524226.jpg,Sarcastic
1165,714166674333675520,i wold love to learn like that,"albert einstein quote
",1,data/mmsd2/dataset_image/714166674333675520.jpg,Sarcastic
1166,819695424881639424,i 'm at school i don 't wanna cry but hopefully you don 't lose all your hair when i see you again <user>,"the text message was sent to the woman who was accused of assaulting the judge
",0,data/mmsd2/dataset_image/819695424881639424.jpg,Not Sarcastic
1168,819694722067222528,congrats banifam we reached top position we touched 100k we 'd set an unbeatable record i stand by bani,"stand by bani - twitter
",0,data/mmsd2/dataset_image/819694722067222528.jpg,Not Sarcastic
1169,820055744896704512,at first glance ....,"we must put an end to flesh colored leggings
",0,data/mmsd2/dataset_image/820055744896704512.jpg,Not Sarcastic
1172,822948296020951040,"for the first time in months , i am damn proud to be an american today .","a large crowd of people holding signs and signs
",0,data/mmsd2/dataset_image/822948296020951040.jpg,Not Sarcastic
1173,822953261892308995,i 'm so blessed beyond belief to receive my first scholarship offer to play football at hampton university <user>,"a group of football players running on a field
",0,data/mmsd2/dataset_image/822953261892308995.jpg,Not Sarcastic
1175,885569325490294784,because lunch is more interesting than job and even tasty ...,"what do you like most about your job me lunch breaks leaving
",1,data/mmsd2/dataset_image/885569325490294784.jpg,Sarcastic
1177,822952763487375363,black goku vs vegeta / dragon ball super,"dragon ball super vegeta vs goku black and white manga page
",0,data/mmsd2/dataset_image/822952763487375363.jpg,Not Sarcastic
1179,822222472653045760,i 'd like a president to show this to others,"the respect of the people
",1,data/mmsd2/dataset_image/822222472653045760.jpg,Sarcastic
1180,816400736158420996,"wow , my profile is decent ? serious relations ? you 're too kind .","a man in sunglasses is on a plane
",1,data/mmsd2/dataset_image/816400736158420996.jpg,Sarcastic
1181,886411575338442752,: name : emperor of india profession - world tour & speech fav toy-airplane hobby-selling tea,"pm narendra modi's tweet on the occasion of the birthday of
",1,data/mmsd2/dataset_image/886411575338442752.jpg,Sarcastic
1182,884472857870323712,"coincidence ;-) no way someone who wanted to be <user> , such as <user> would # collude with our biggest enemy","the text on the screen shows the president's tweets
",1,data/mmsd2/dataset_image/884472857870323712.jpg,Sarcastic
1183,846324702394109952,thanks <user> <user> for the quick and early update to the new event . <num> days before it ends .,"pokemon go - screenshot
",1,data/mmsd2/dataset_image/846324702394109952.jpg,Sarcastic
1184,731335069797888000,really low random plane in la traffic . soooo expected . not !,"a plane flying over traffic on a freeway
",1,data/mmsd2/dataset_image/731335069797888000.jpg,Sarcastic
1185,822593263026798593,i can 't believe it 's finally here ..,"a person holding a cd with a red head on it
",0,data/mmsd2/dataset_image/822593263026798593.jpg,Not Sarcastic
1186,820411573575569413,these spot the difference games are getting so hard,"a young man putting a necklace on a woman
",0,data/mmsd2/dataset_image/820411573575569413.jpg,Not Sarcastic
1187,706531433272094720,"<user> , how could i pass up such a fantastic saving on the <user> millennium falcon .","lego star wars millennium falcon
",1,data/mmsd2/dataset_image/706531433272094720.jpg,Sarcastic
1189,730208979213783041,new controller = new # squidgrips i 'm going to be playing like a pro now !,"a black controller with blue buttons on it
",1,data/mmsd2/dataset_image/730208979213783041.jpg,Sarcastic
1190,726436100147912704,like if you liked this scene .. :p …,"iron man and person in the avengers movie
",1,data/mmsd2/dataset_image/726436100147912704.jpg,Sarcastic
1191,817517615283400707,guys ! 400k instagram buddies ! you guys rock ! be sure to follow my instagram if you don 't already ! ! ( @ saffronbarker ),"a woman with long blonde hair and red lipstick
",0,data/mmsd2/dataset_image/817517615283400707.jpg,Not Sarcastic
1192,818245039402815489,"white ppl are really out here using plantations , places where black ppl were tortured , r * ped , & murdered , as backdrops for their weddings .","wedding party at the barn
",0,data/mmsd2/dataset_image/818245039402815489.jpg,Not Sarcastic
1195,823310061091094528,<user> gurl ! ! ! !,"a man drinking a cup of coffee
",0,data/mmsd2/dataset_image/823310061091094528.jpg,Not Sarcastic
1196,819330806996996098,"thank you for your service , president obama !","biden obama yes biden nothing just wanted to hear your voice
",0,data/mmsd2/dataset_image/819330806996996098.jpg,Not Sarcastic
1197,699029356111360000,"greatest quality ever ! ! nice job nhltv , way to raise the bar . <num> nights of this in a row . ugh","a hockey game is being played in front of a crowd
",1,data/mmsd2/dataset_image/699029356111360000.jpg,Sarcastic
1199,820414933393436672,"chants win ! with a 85-73 win over appalachian state , cliff ellis has recorded his 800th career win as a head coach !","cliff elliott's 800 career wins
",0,data/mmsd2/dataset_image/820414933393436672.jpg,Not Sarcastic
1200,729382031537410048,when you feel useless ..,"you're not completely useless you can be used as a bad example
",1,data/mmsd2/dataset_image/729382031537410048.jpg,Sarcastic
1202,823319138923753473,i hope u know ur my desire i hope u know ur the one i hope u know that i think about u when i see the sun,"a woman with her mouth open and her hands on her face
",0,data/mmsd2/dataset_image/823319138923753473.jpg,Not Sarcastic
1203,835807040064917504,"feel free to save , and use as needed !","i just rolled my eyes so hard, saw my brain
",1,data/mmsd2/dataset_image/835807040064917504.jpg,Sarcastic
1205,831383912878219265,it 's an eternal love !,"happy valentine's day from the monkey's paw
",1,data/mmsd2/dataset_image/831383912878219265.jpg,Sarcastic
1207,828968745569746944,<user> inspiring with stories of,"a classroom with people sitting at desks and laptops
",1,data/mmsd2/dataset_image/828968745569746944.jpg,Sarcastic
1208,820049542049656833,me lol,"friend, what time do you usually go to bed?
",0,data/mmsd2/dataset_image/820049542049656833.jpg,Not Sarcastic
1209,684585518105899008,rt <user> : oh please i alrdy hv become a groom once .. not anymore ;) dnt insist ...,"person and his family pose for a photo in their living room
",1,data/mmsd2/dataset_image/684585518105899008.jpg,Sarcastic
1211,817518512885342209,"in honor of tilikum , please help us fight the horrors of captivity by using this as your profile photo . swim free , tilly .","blackfish - swim free, tilly
",0,data/mmsd2/dataset_image/817518512885342209.jpg,Not Sarcastic
1212,822954516186300416,a quick comparison : chaos with ed miliband vs . chaos with david cameron .,"a man in a suit eating a cup of tea
",0,data/mmsd2/dataset_image/822954516186300416.jpg,Not Sarcastic
1216,885411620255440897,good piece of advice !,"break their hearts, they have only one
",1,data/mmsd2/dataset_image/885411620255440897.jpg,Sarcastic
1218,694578847732371456,nearly <num> hours later . yay ! !,"a wolf howling in the dark with its mouth open
",1,data/mmsd2/dataset_image/694578847732371456.jpg,Sarcastic
1219,794153656757186561,what a great achievement it is !,"scientists have proven that 30 minutes of sleep equates to exactly half an hour of sleeping
",1,data/mmsd2/dataset_image/794153656757186561.jpg,Sarcastic
1220,822951598787702784,"bless <user> , for real .","emily's run sign
",0,data/mmsd2/dataset_image/822951598787702784.jpg,Not Sarcastic
1221,817334891947773953,a dose of ...,"sarcasm because murder charges are expensive
",1,data/mmsd2/dataset_image/817334891947773953.jpg,Sarcastic
1222,698864924894703616,""" chilling by the campfire "" and "" intro to kid cudi "" . <user> really gets me . and the weather .","the app shows the music app on the iphone
",1,data/mmsd2/dataset_image/698864924894703616.jpg,Sarcastic
1224,720045752588722176,wow how sweet,"two text messages that say, ""it's your fault for being slow and clumsy""
",1,data/mmsd2/dataset_image/720045752588722176.jpg,Sarcastic
1225,822227986053115904,my team vs . the opposing team in every fps .,"two pictures of a baby and a man in military gear
",1,data/mmsd2/dataset_image/822227986053115904.jpg,Sarcastic
1227,718815183003598849,was going to take mollie for a walk in the park today . pennsylvania weather cooperated as per usual .,"a field with a dog in it
",1,data/mmsd2/dataset_image/718815183003598849.jpg,Sarcastic
1228,819331230214852612,why are moms so extra,"a text message on an iphone with a keyboard
",0,data/mmsd2/dataset_image/819331230214852612.jpg,Not Sarcastic
1229,691654731664592897,great job selling those carnations today at ms lunch <user> hopefully hs lunch will be different,"a table in a room with trophies and trophies on the wall
",1,data/mmsd2/dataset_image/691654731664592897.jpg,Sarcastic
1230,850090201883881472,i want to introduce you all to the new # 3dprinter i developed . i call it the cardboardforge 3d . you can make any 3d object with it !,"a cardboard box with a green tape on it
",1,data/mmsd2/dataset_image/850090201883881472.jpg,Sarcastic
1231,872367047010856960,you sure don 't wanna go through that lane !,"two men with glasses and the words giving suggestions to the clients be like
",1,data/mmsd2/dataset_image/872367047010856960.jpg,Sarcastic
1232,825487956685225984,it 's a beautiful thing when white ppl . can find solidarity with each other by erasing the dialogues of brown ppl . with each other .,"a twitter account with a tweet about the people in the picture
",1,data/mmsd2/dataset_image/825487956685225984.jpg,Sarcastic
1235,820409628299169793,my first submission for the <user> oh boi,"a painting of three women walking through a field
",0,data/mmsd2/dataset_image/820409628299169793.jpg,Not Sarcastic
1236,820050636070912004,greatest gift u can give someone is to believe in the them . <user> <user>,"the greatest gift you can give to someone is to believe in them
",0,data/mmsd2/dataset_image/820050636070912004.jpg,Not Sarcastic
1238,819325581846257664,i 'm somehow all of these,"the signs as squads at a party
",0,data/mmsd2/dataset_image/819325581846257664.jpg,Not Sarcastic
1239,820054127162101768,rest in paradise my friend,"a dog sitting in the back seat of a car
",0,data/mmsd2/dataset_image/820054127162101768.jpg,Not Sarcastic
1240,821867071541747715,"john singer sargent , marina , 1876-7 . oil on canvas , private collection please support and follow ☞ <user> "" beauty in art ""","a painting of the ocean at sunset with waves
",0,data/mmsd2/dataset_image/821867071541747715.jpg,Not Sarcastic
1241,689171316231016448,<user> thank you based troll jesus,"a trash can full of legos
",1,data/mmsd2/dataset_image/689171316231016448.jpg,Sarcastic
1242,820054216257507328,rowlet 's garden tea set arrived,"a table with a cup, saucer and a tea pot
",0,data/mmsd2/dataset_image/820054216257507328.jpg,Not Sarcastic
1243,822226795432968192,stats for # now2016 1d = 6.6 m 5th harmony = 5.7 m lady gaga = 1.7 m justin bieber = 1.1 m,"a man in a hat looking at his phone
",0,data/mmsd2/dataset_image/822226795432968192.jpg,Not Sarcastic
1244,891500619990749184,<user> aw yeah ! one more week of drought and then flooding . the dry days will be over ! winner winner chicken dinner !,"a map showing the weather conditions for the next few days
",1,data/mmsd2/dataset_image/891500619990749184.jpg,Sarcastic
1245,820410029966757888,we are 11th at <user> ! ! 1st privateers with own car ! !,"a man smiles while sitting in the driver's seat of a rally car
",0,data/mmsd2/dataset_image/820410029966757888.jpg,Not Sarcastic
1246,822584772920770560,the <user> and <user> show up at the inauguration ball ...,"two men dressed as batman and robin
",1,data/mmsd2/dataset_image/822584772920770560.jpg,Sarcastic
1248,882838400897863680,this must have been interesting !,"a baby is shown in a womb with the words rare pictures of a pr pro before birth
",1,data/mmsd2/dataset_image/882838400897863680.jpg,Sarcastic
1251,819326586956681216,[ ! ] kim jisung supporting cha yoonji 's debut as soloist 'i ' ( # 아이 ) . they were classmates during high school on sopa .,"the instagram is a photo of a girl with her head on the ground
",0,data/mmsd2/dataset_image/819326586956681216.jpg,Not Sarcastic
1254,819694030925758466,king of the hill premiered 20 years ago today,"a man with glasses is holding a trash can
",0,data/mmsd2/dataset_image/819694030925758466.jpg,Not Sarcastic
1255,820053382610190336,"they both have that "" i am totally checking you out "" face r u wet yet ?","justin bieber with his friends
",0,data/mmsd2/dataset_image/820053382610190336.jpg,Not Sarcastic
1256,865249638592458753,have a laugh ! a laugh a day keeps the doctor away !,"a comic strip about a woman using a computer
",1,data/mmsd2/dataset_image/865249638592458753.jpg,Sarcastic
1257,888345222261985280,six months full of successes .,"trump golf properties in the news
",1,data/mmsd2/dataset_image/888345222261985280.jpg,Sarcastic
1258,822589363112574976,up close & personal,"a woman with long hair and a black top
",0,data/mmsd2/dataset_image/822589363112574976.jpg,Not Sarcastic
1260,720296528175349760,"wow . really ? we had no idea . we concluded that from the beginning but thanks anyway for the "" fyi ""","bank whistleblower's cia connection
",1,data/mmsd2/dataset_image/720296528175349760.jpg,Sarcastic
1261,818240171825106944,spurs had just 1 shot in the first half . the first time that stat 's been so low since having 0 versus hearts in the europa league in 2011 .,"tottenham's james dyer in action against aston villa
",0,data/mmsd2/dataset_image/818240171825106944.jpg,Not Sarcastic
1262,823315484602986496,"great job , # teamshoot proven again , that # immortalroot should come back on our screens in","a screen shot of the results of the survey
",0,data/mmsd2/dataset_image/823315484602986496.jpg,Not Sarcastic
1263,844117799974838272,at its best sad child life today is so # career oriented worse # parents do it to them . thank god we hd a,"quora screenshot
",1,data/mmsd2/dataset_image/844117799974838272.jpg,Sarcastic
1265,863559613677015040,found this on the android store . now all i need is my xbox scorpio emulator and im set !,"nintendo switch emulator for android
",1,data/mmsd2/dataset_image/863559613677015040.jpg,Sarcastic
1266,817519522668232704,since i always loved the pacific team here some more tributes . pre season testing pacific pr01 <user> <user> <user>,"a man in a racing car on a track
",0,data/mmsd2/dataset_image/817519522668232704.jpg,Not Sarcastic
1267,849685277559992321,happy humpday !,"i love sarcasm it's like punching people in the face but with words
",1,data/mmsd2/dataset_image/849685277559992321.jpg,Sarcastic
1268,822228590670462976,who doesn 't love matching flannels for family photos,"two women wearing plaid shirts and hats pose for a picture
",0,data/mmsd2/dataset_image/822228590670462976.jpg,Not Sarcastic
1270,817158641937743872,true ! ! !,"i'm not sure if this is a joke or not
",0,data/mmsd2/dataset_image/817158641937743872.jpg,Not Sarcastic
1271,822225359076814849,a year ago i left brain to join deepmind . my farewell speech was of course generated by an lstm trained on all my emails .,"winternet today, i recommend the lts-net
",0,data/mmsd2/dataset_image/822225359076814849.jpg,Not Sarcastic
1272,831852219741896708,quick # doodle for,"a drawing of a heart with a hand holding a heart
",1,data/mmsd2/dataset_image/831852219741896708.jpg,Sarcastic
1273,685271249187110912,never to early to working on x 's and o 's ! ! !,"a young boy drawing on a white board
",1,data/mmsd2/dataset_image/685271249187110912.jpg,Sarcastic
1275,889697258895163392,special parts because the brain lives there,"a book with a diagram of a human skull
",1,data/mmsd2/dataset_image/889697258895163392.jpg,Sarcastic
1277,822592477622403072,glad to say i will be competing in the brine all-american lacrosse classic,"two lacrosse players are playing on the field
",0,data/mmsd2/dataset_image/822592477622403072.jpg,Not Sarcastic
1278,682762265041321989,righttovote comes first .,"right to vote comes because government is not the only source of power
",1,data/mmsd2/dataset_image/682762265041321989.jpg,Sarcastic
1279,822592089011716098,life comes at you pretty fast,"a man in a suit and tie is talking to the camera
",0,data/mmsd2/dataset_image/822592089011716098.jpg,Not Sarcastic
1280,819692885431951362,... that 3.99 shipping charge doe,"i'm spending over £100 on makeup does not bother me that £59 shipping charge does
",0,data/mmsd2/dataset_image/819692885431951362.jpg,Not Sarcastic
1281,877100181656915968,yay for allergic contact dermatitis all over my drawing hand ........,"a box of betavate cream sitting on a desk
",1,data/mmsd2/dataset_image/877100181656915968.jpg,Sarcastic
1282,819323382709809153,hotdogs anyone ?,"a small dog wearing a yellow ribbon on its neck
",0,data/mmsd2/dataset_image/819323382709809153.jpg,Not Sarcastic
1287,891141606614716416,little goofer lost a toofer today . she 's not excited about it at all . she 's already in bed waiting on the # toothfairy .,"a young girl smiles while holding a water bottle
",1,data/mmsd2/dataset_image/891141606614716416.jpg,Sarcastic
1289,810178013920948224,it 's not what it looks like,"a man and woman laying in bed together
",1,data/mmsd2/dataset_image/810178013920948224.jpg,Sarcastic
1290,820057821937025027,my man 's been through so much protect him :(,"the walking dead rick grimes and andrew lincoln
",0,data/mmsd2/dataset_image/820057821937025027.jpg,Not Sarcastic
1292,818239751371292672,better get that zamboni ready because i 'm about to make this ice wet,"a man with blonde hair and music notes around him
",0,data/mmsd2/dataset_image/818239751371292672.jpg,Not Sarcastic
1293,821504433314025472,the sun is smiling,"a man in a radio studio with a microphone
",0,data/mmsd2/dataset_image/821504433314025472.jpg,Not Sarcastic
1294,787545353486757888,"celebrate d "" world food day "" with thala ajith ( biriyani ) .. also d puratasi is over enjoylets d party begin","world food day
",1,data/mmsd2/dataset_image/787545353486757888.jpg,Sarcastic
1297,819691967630209024,# ifinditshocking any previous president would have been impeached for any one of these crimes & misdemeanors,"barack obama a criminal presidency
",0,data/mmsd2/dataset_image/819691967630209024.jpg,Not Sarcastic
1298,823315228364447744,"congrats on the win , <user> ! he 's the first ever su alumni to reach the super bowl ( probably ) .","a man is splashing water on a football player
",0,data/mmsd2/dataset_image/823315228364447744.jpg,Not Sarcastic
1299,892359022866825216,"nothing tastes like the middle of summer like a fall , cool weather favorite <user> # toosoon fallyet","coffee bean - screenshot
",1,data/mmsd2/dataset_image/892359022866825216.jpg,Sarcastic
1300,819688074670211073,it 's coming .... proud member of the prison break family,"the poster for prison break, featuring a woman with blonde hair
",0,data/mmsd2/dataset_image/819688074670211073.jpg,Not Sarcastic
1301,883979967444508672,in today 's episode of # ialwayswantedtohave we have a absolab shoulder with the one and only mp pot . <user>,"the item list for the game, with the price listed
",1,data/mmsd2/dataset_image/883979967444508672.jpg,Sarcastic
1305,686900219292839939,gotta love the warm and dry conditions <user> <user>,"a church with a steeple in the snow
",1,data/mmsd2/dataset_image/686900219292839939.jpg,Sarcastic
1307,699502769233743872,welcome to our world !,"sarcasm - one of the many services we offer
",1,data/mmsd2/dataset_image/699502769233743872.jpg,Sarcastic
1308,703659948958478336,"epic fail , wadsworth library . i meant star trek out of the woods . pay attention .","star trek into darkness - screenshot
",1,data/mmsd2/dataset_image/703659948958478336.jpg,Sarcastic
1310,724287181305470976,whew ! i survived the target bathroom !,"a red and white sign
",1,data/mmsd2/dataset_image/724287181305470976.jpg,Sarcastic
1314,822592394159919105,justiceforvixx pls armys rt it ! in the voice of turkey a man plagiarised vixx song as his own . <user> <user> <user>,"the boys of exo are posing for a photo
",0,data/mmsd2/dataset_image/822592394159919105.jpg,Not Sarcastic
1316,822592878065098754,thanks newcastle you were loud and u have all my love so glad to be with you this eve - see you tomorrow london,"two people playing music on stage in front of a keyboard
",0,data/mmsd2/dataset_image/822592878065098754.jpg,Not Sarcastic
1317,822587701954301953,puppet trump heads to the inauguration ballroom to have the first dance with his favorite boyfriend . sad !,"a cartoon of donald trump and a man with a heart
",1,data/mmsd2/dataset_image/822587701954301953.jpg,Sarcastic
1319,819688968576843777,wears green lipstick :,"a screenshot of a facebook post with a message from a friend
",1,data/mmsd2/dataset_image/819688968576843777.jpg,Sarcastic
1320,686955918727213057,"my "" legacy "" pacer account just became an "" upgraded "" pacer account .","the page for the pacer is displayed
",1,data/mmsd2/dataset_image/686955918727213057.jpg,Sarcastic
1322,822589741690396672,obssesed,"a girl taking a selfie with her cell phone
",0,data/mmsd2/dataset_image/822589741690396672.jpg,Not Sarcastic
1325,891748471438540801,"harsh way to motivate your "" fam "" yeah ! don 't take it to heart zamo , your fine as you are .","rat's nest graffiti
",1,data/mmsd2/dataset_image/891748471438540801.jpg,Sarcastic
1328,889008657999908864,a lovely woman ...,"renee baird, msc boi, twitter
",1,data/mmsd2/dataset_image/889008657999908864.jpg,Sarcastic
1331,820051786014789632,i feel a bit mean . waking them up to put them to bed ....,"two dogs and a cat on a couch
",0,data/mmsd2/dataset_image/820051786014789632.jpg,Not Sarcastic
1333,822955974390665217,"my baby is really di king of fan service , boi could relax but here he is flying to japan to meet fans","two men in suits standing next to each other
",1,data/mmsd2/dataset_image/822955974390665217.jpg,Sarcastic
1334,823310496745013248,everyone <user> wishes <user> a full and speedy recovery . our thoughts are with the player and his family at this time .,"a man in an orange and black shirt is playing soccer
",0,data/mmsd2/dataset_image/823310496745013248.jpg,Not Sarcastic
1339,818606725020454912,"me : * am writing * him : "" babe , i don 't want to distract you from work , but look what i found that still works ... "" me : cancel my everything","a person holding a game boy in front of a laptop
",0,data/mmsd2/dataset_image/818606725020454912.jpg,Not Sarcastic
1340,845766045600243714,great view of chicago skyline from the signature room !,"three beers and a can on a table
",1,data/mmsd2/dataset_image/845766045600243714.jpg,Sarcastic
1341,822593455272693761,when you 're running late to the festival and you can already hear your fav dj playing from the parking lot,"a news anchor is talking to a woman in a car
",1,data/mmsd2/dataset_image/822593455272693761.jpg,Sarcastic
1342,819689308634382336,another homecoming ! catrina atanda is headed to <user> as the 30th pick in the # nwsldraft ! she ’ ll join kailen in new jersey !,"a poster with a photo of a woman playing soccer
",0,data/mmsd2/dataset_image/819689308634382336.jpg,Not Sarcastic
1343,703236744053989376,thanks for this <user> # workworkwork # doireallyhavearihannastation ?,"iTunes radio - screenshot
",1,data/mmsd2/dataset_image/703236744053989376.jpg,Sarcastic
1346,819692900514664448,"producer jeremy renner attends a press conference for 'the founder ' at the london hotel on january 12 , 2017 in west hollywood , california .","a man is smiling while sitting at a table
",0,data/mmsd2/dataset_image/819692900514664448.jpg,Not Sarcastic
1347,731266833140056065,this would look fantastic in the program book i think . shows a lot of depth and substance .,"a laptop with a red marker on it
",1,data/mmsd2/dataset_image/731266833140056065.jpg,Sarcastic
1348,820409163947900934,"i never realized tigers were so big ! in any case , i want a tiger hug .","a man hugging a tiger in a field
",0,data/mmsd2/dataset_image/820409163947900934.jpg,Not Sarcastic
1352,733546562131877888,i am an acquired taste . don 't like me ? acquire some taste .,"cat on stairs with caption that says i fought with the nap and the nap won
",1,data/mmsd2/dataset_image/733546562131877888.jpg,Sarcastic
1353,752252818136850432,let 's see who gets offended .,"no lives matter you're all equally worthless
",1,data/mmsd2/dataset_image/752252818136850432.jpg,Sarcastic
1357,862071741194977280,good morning !,"diyangi sini untuk teks sahaja
",1,data/mmsd2/dataset_image/862071741194977280.jpg,Sarcastic
1358,818243210543857664,thank you jesus,"the actor is dressed in a tuxedo and bow tie
",0,data/mmsd2/dataset_image/818243210543857664.jpg,Not Sarcastic
1359,692000086616887297,nice ! another new follower on,"the app is showing a photo of a person
",1,data/mmsd2/dataset_image/692000086616887297.jpg,Sarcastic
1360,820050043189297152,what 's your favourite winter themed videogame of all time ? at,"a cartoon dog is walking through a snowy area
",0,data/mmsd2/dataset_image/820050043189297152.jpg,Not Sarcastic
1361,722555686593257475,using social media to make people feel bad isn 't one of the fruits of the spirit ?,"a large display of fruit
",1,data/mmsd2/dataset_image/722555686593257475.jpg,Sarcastic
1364,822230375615332352,don 't sleep,"a woman with purple hair posing in front of a bathroom
",0,data/mmsd2/dataset_image/822230375615332352.jpg,Not Sarcastic
1365,822586574323978240,canoe think of a better date ? ?,"couple in a living room holding a canoe sign
",0,data/mmsd2/dataset_image/822586574323978240.jpg,Not Sarcastic
1366,823313971398803456,your gearsprocircuitmx champions - <user> ! <user> <user> <user> <user> <user> <user>,"a group of people standing in front of a stage with confetti
",0,data/mmsd2/dataset_image/823313971398803456.jpg,Not Sarcastic
1367,844691430039805952,"hello , 2009 ! back before health care was affordable and when powerpoint was cutting edge .","the american health care act is a disaster
",1,data/mmsd2/dataset_image/844691430039805952.jpg,Sarcastic
1368,818239799651749889,i have tears in my eyes they love each other so happy,"a woman standing in front of a fireplace in a living room
",0,data/mmsd2/dataset_image/818239799651749889.jpg,Not Sarcastic
1369,823311075378597888,friend : you ok ? you seem distracted me : yea i 'm fine my brain :,"a man is sitting in a classroom with a backpack on his lap
",1,data/mmsd2/dataset_image/823311075378597888.jpg,Sarcastic
1370,820413626955796480,studio pierrot sprinkling in more fillers to make naruto longer,"a man in a white shirt and sunglasses is throwing something
",1,data/mmsd2/dataset_image/820413626955796480.jpg,Sarcastic
1371,867023987699798018,twitter is the social media outlet where i really let myself have no filter,"a close up of a succulent plant with water droplets on it
",1,data/mmsd2/dataset_image/867023987699798018.jpg,Sarcastic
1372,819690649607880705,official visit this weekend,"the national champions trophy is displayed in the background
",0,data/mmsd2/dataset_image/819690649607880705.jpg,Not Sarcastic
1373,818244144837427200,when your wife texts you that shes still at 'yoga ',"a man in a blue shirt is smiling while holding his cell phone
",1,data/mmsd2/dataset_image/818244144837427200.jpg,Sarcastic
1374,818243751613202432,don 't forget to wipe your dogs paws after you take them out . ice-melting chemicals can make your pet sick .,"a dog running in the snow with the words don't forget to wipe your dog paws
",0,data/mmsd2/dataset_image/818243751613202432.jpg,Not Sarcastic
1377,728708124236881920,look at all the women on netflixoriginals ! it 's a veritable lady-fest at 18 % ! <user>,"a bunch of movies are displayed on a black background
",1,data/mmsd2/dataset_image/728708124236881920.jpg,Sarcastic
1378,713509107836145664,"<user> winning @ cust . service . bag on husbands name same reso , he dropped us off & can 't check bag","a woman wearing glasses and a blue shirt
",1,data/mmsd2/dataset_image/713509107836145664.jpg,Sarcastic
1381,820052457342410752,guess who turns 2 months today ? ! 11/13 / 16 every day i 'm thankful for this lil guy,"a baby is holding a card with a number on it
",0,data/mmsd2/dataset_image/820052457342410752.jpg,Not Sarcastic
1382,685547443598004225,hey <user> as per you have the best team of gritters ever ....... shower of useless .......,"a car driving down a snowy road at night
",1,data/mmsd2/dataset_image/685547443598004225.jpg,Sarcastic
1383,820056804524638208,seems like trickshotters have amnesia,"a website page with the text don't forget to hit these
",0,data/mmsd2/dataset_image/820056804524638208.jpg,Not Sarcastic
1384,725665339477004288,like if you agree .,"the man and woman are in a room together and one is saying something
",1,data/mmsd2/dataset_image/725665339477004288.jpg,Sarcastic
